첫 번째 이미지 업로드,두 번째 이미지 업로드,output,flag,username,timestamp
/mnt/c/fintech_service/08AI_Serving/flagged/첫 번째 이미지 업로드/b629ee5181e2c36db8a7761d89e4c00dfe234524/tmp0kmv3fwz.jpg,/mnt/c/fintech_service/08AI_Serving/flagged/두 번째 이미지 업로드/2226d18dd2afa1da6e747eb72f53bacebf3f40b7/tmpnfmef71_.jpg,두 이미지의 유사도: 0.7485,,,2024-09-24 12:27:51.757580
